pair_id,primary_barrier_openai,feasibility_openai,specific_conflict_openai,additional_barriers_openai,reasoning_openai,primary_barrier_claude,feasibility_claude,specific_conflict_claude,additional_barriers_claude,reasoning_claude,barrier_l1_openai,barrier_l1_claude
CPS_0360,TC.1,F3,"CPS asks if the person could have returned to work if recalled, while ACS asks if they were on layoff last week.",['CC.1'],"The questions differ in their temporal focus; CPS is hypothetical about future recall, while ACS is about past layoff status.",CC.1,F3,CPS asks about ability to return if recalled (conditional capacity); ACS asks about current layoff status (employment state),['TC.2'],CPS measures hypothetical capacity to return; ACS measures actual current employment status. These are distinct constructs addressing different aspects of employment.,TC,CC
CPS_0361,TC.1,F3,"CPS asks about potential return to work if recalled, while ACS asks if the person was temporarily absent last week.",['CC.1'],"The temporal framing is incompatible; CPS is about future potential, while ACS is about past absence.",CC.1,F3,CPS asks about ability to return if recalled (conditional); ACS asks about temporary absence (current employment state),['TC.2'],CPS measures conditional capacity; ACS measures current employment status. These address different employment dimensions.,TC,CC
CPS_0362,TC.1,F3,"CPS asks if the person could have returned to work if recalled, while ACS asks when they last worked.",['CC.1'],"The questions are fundamentally incompatible due to their different temporal focuses; CPS is about future recall, while ACS is about past work.",CC.2,F3,CPS asks about ability to return if recalled (conditional capacity); ACS asks about timing of last work (retrospective recency),['TC.2'],CPS operationalizes through conditional capacity; ACS operationalizes through work recency. These are fundamentally different behavioral indicators.,TC,CC
CPS_0363,TC.1,F3,"CPS asks how long the person has been on layoff, while ACS asks if they worked for pay last week.",['CC.1'],"The temporal mismatch makes these questions fundamentally incompatible; CPS is about duration of layoff, while ACS is about recent work activity.",CC.1,F3,CPS asks about duration of layoff (employment state duration); ACS asks about actual work performed (behavioral fact),['TC.2'],"CPS measures layoff duration (presupposes layoff status); ACS measures actual work behavior. These are distinct constructs—one assumes a specific employment state, the other measures behavior.",TC,CC
CPS_0364,CC.1,F3,"CPS asks about duration on layoff, while ACS asks if the person did any work.",[],"The core concepts differ; CPS focuses on layoff duration, whereas ACS inquires about work activity.",CC.1,F3,"CPS asks duration of layoff status; ACS asks whether any work was performed. These measure fundamentally different constructs—one measures job attachment continuity, the other measures work activity.",['TC.2'],"The CPS question operationalizes layoff as a duration measure (how long), while ACS operationalizes employment as a binary work activity measure. These are conceptually distinct despite both relating to employment status.",CC,CC
CPS_0365,TC.1,F2,"CPS asks about layoff duration as of a specific week, while ACS asks if the person was on layoff last week.",[],"The reference periods differ, leading to challenges in harmonizing the data.",CC.2,F2,CPS measures duration of layoff (quantitative); ACS measures current layoff status (binary yes/no). Both reference the same week but operationalize layoff differently.,['RS.1'],"Both ask about layoff in the same reference period, but CPS requires a continuous measure (weeks) while ACS requires a categorical measure (yes/no). The operationalization differs fundamentally in what information is captured.",TC,CC
CPS_0366,CC.1,F3,"CPS asks about layoff duration, while ACS asks about temporary absence.",[],The definitions of layoff and temporary absence are fundamentally different.,CC.1,F3,"CPS asks duration of layoff; ACS asks about temporary absence from job. Temporary absence is broader and includes reasons other than layoff (illness, vacation, etc.).",['CC.4'],Layoff is a specific employment status; temporary absence is a broader construct that encompasses multiple reasons for not working. These have different scope and boundary conditions.,CC,CC
CPS_0367,CC.1,F3,"CPS asks about layoff duration, while ACS asks when the person last worked.",[],"The core concepts differ; CPS focuses on layoff duration, while ACS focuses on the last work date.",CC.1,F3,"CPS asks duration of current layoff status; ACS asks when person last worked. These measure different temporal dimensions—one measures job attachment continuity, the other measures work history recency.",['TC.2'],CPS operationalizes layoff as an ongoing status with duration; ACS operationalizes employment history as a retrospective point in time. Fundamentally different constructs.,CC,CC
CPS_0368,CC.1,F3,"CPS asks for the number of weeks on layoff, while ACS asks if the person worked for pay last week.",[],The concepts of layoff duration and work activity are fundamentally different.,CC.1,F3,CPS asks exact duration of layoff in weeks (quantitative); ACS asks whether work was performed for pay last week (binary activity measure). These are distinct employment constructs.,['RS.1'],CPS measures layoff duration as a continuous variable; ACS measures work activity as a binary outcome. These operationalize employment differently and cannot be directly reconciled.,CC,CC
CPS_0369,CC.1,F3,"CPS asks for layoff duration, while ACS asks if the person did any work.",[],The definitions of layoff and work activity are fundamentally different.,CC.1,F3,CPS asks exact duration of layoff in weeks; ACS asks whether any work was performed for pay. These measure fundamentally different employment dimensions—job status vs. work activity.,"['RS.1', 'TC.2']","CPS measures a specific job status (layoff) with duration; ACS measures any work activity. The constructs are incompatible—one can be on layoff and do some work, or work without being on layoff.",CC,CC
CPS_0370,TC.1,F2,"CPS asks about layoff duration as of a specific week, while ACS asks if the person was on layoff last week.",[],"The reference periods differ, complicating harmonization efforts.",RS.1,F2,CPS asks for exact duration in weeks (continuous/quantitative); ACS asks binary yes/no on layoff status. Same reference period but fundamentally different response scales.,['CC.2'],"Both measure layoff in the same week, but CPS requires a precise quantitative measure while ACS requires a categorical measure. Transformation would require assumptions about duration distribution.",TC,RS
